392	-4268	-48	-368	2068	-486	-2069
393	-4436	-368	-356	2629	-369	-1912
394	-4481	-832	-397	3032	-174	-1671
395	-4361	-1250	-467	3241	72	-1400
396	-4077	-2181	-755	3033	584	-921
397	-3817	-2259	-881	2655	872	-610
398	-3503	-2112	-961	2313	1094	-349
399	-2059	-713	-2588	653	-413	326
400	-2562	172	-1225	761	-617	352
401	-2886	416	-231	1229	-509	322
402	-3037	363	140	1573	-270	265
403	-2933	-109	66	1548	-91	135
404	-2679	-955	-242	-14	126	-215
405	-2655	-785	-503	-384	159	-269
406	-2651	-581	-840	-496	220	-271
407	-2622	-636	-1000	-430	287	-239
408	-2673	-771	-1030	-416	334	-226
409	-2745	-861	-996	-474	386	-216
410	-2812	-802	-930	-554	434	-217
411	-2832	-779	-842	-613	495	-238
412	-2870	-737	-776	-690	565	-267
413	-2901	-683	-700	-830	691	-297
414	-2961	-789	-715	-926	789	-286
415	-2985	-975	-759	-988	883	-243
416	-3114	-1217	-715	-1069	964	-174
417	-3215	-1327	-670	-1149	1053	-78
418	-3413	-1393	-636	-1209	1153	65
419	-4435	-1691	-325	-1053	1677	781
420	-4612	-1537	-230	-846	1830	1000
421	-4916	-1319	-254	-495	2000	1232
422	-4994	-1124	-551	689	2264	1764
423	-5562	-1246	-627	1773	2451	2132
424	-6005	-1035	-454	2937	2679	2587
425	-6217	-521	-357	4320	2942	3212
426	-5833	-152	-177	5929	3196	4157
427	-4311	-1057	839	10498	4601	7647
428	-3555	-1702	1099	11344	5718	8971
429	-1327	-2610	556	11264	7096	10133
430	3573	-3053	-1286	9502	8700	11187
431	10075	-4843	-1438	5627	9413	12039
432	17621	-6684	-798	567	9766	11992
433	18642	-3021	-1828	-2346	7779	10449
434	4610	5493	-3534	-649	792	3833
435	1224	35	-424	2428	-1015	-1936
436	983	-547	-763	1676	-1011	-3703
437	3475	-1625	-3004	36	-1127	-3671
438	-434	-92	-2441	450	997	2027
439	-441	-574	-2316	1018	1177	2237
440	182	-551	-2575	1203	1082	1714
441	920	-747	-2617	617	385	-10
442	847	-528	-2901	-23	-10	-767
443	827	-337	-3170	-385	-244	-957
444	646	-374	-2999	-509	-372	-896
445	461	-465	-2934	-429	-402	-738
446	357	-645	-2898	-354	-472	-584
447	440	-867	-2717	-443	-564	-480
448	541	-1209	-2532	-710	-667	-474
449	721	-1489	-2353	-1228	-807	-580
450	1168	-638	-2042	-3098	-1254	-1420
451	1135	-226	-2142	-3414	-1399	-1794
452	1189	77	-2314	-3580	-1550	-2181
453	1370	400	-2376	-3612	-1742	-2590
454	1522	633	-2206	-3651	-2014	-3180
455	1457	626	-1997	-3771	-2130	-3532
456	1221	700	-1790	-3970	-2128	-3813
457	1090	888	-1661	-4283	-2100	-4032
458	213	1750	-976	-5693	-1563	-4281
459	-111	1808	-855	-5862	-1393	-4249
460	-461	1951	-722	-5916	-1238	-4216
461	-731	2118	-636	-5843	-1114	-4175
462	-1059	2299	-593	-5623	-1020	-4113
463	-1376	2282	-582	-5264	-931	-4017
464	-1643	2440	-570	-4389	-860	-3822
465	-1857	2328	-637	-3551	-919	-3693
466	-1994	2218	-576	-2852	-970	-3634
467	-2055	1919	-594	-2150	-1016	-3554
468	-2234	1598	-557	-1538	-1045	-3482
469	-2513	1100	-405	-706	-1086	-3265
470	-2961	728	-315	-200	-1047	-3068
471	-3128	423	-183	153	-978	-2878
472	-3420	163	-234	457	-861	-2698
473	-3990	-248	-924	1565	-378	-2209
474	-4162	-424	-1097	2173	-145	-2051
475	-4058	-520	-1252	2809	43	-1862
476	-4049	-822	-1334	3423	231	-1562
477	-3874	-1049	-1336	3857	428	-1209
478	-2423	-2732	-3174	2255	-763	489
479	-2610	-1644	-1708	1392	-890	729
480	-3006	-594	-595	1157	-754	860
481	-3002	97	-78	1320	-453	884
482	-2803	-11	-124	1533	-105	640
483	1	1	-1	1	1	-1
484	-2596	-563	-195	725	-71	138
485	-2622	-450	-420	123	-74	-109
486	-2660	-543	-481	17	-40	-184
487	-2643	-644	-567	-10	-2	-208
488	-2597	-796	-686	-64	14	-183
489	-2617	-949	-785	-177	19	-133
490	-2703	-1025	-896	-307	37	-92
491	-2801	-967	-933	-424	73	-74
492	-2942	-973	-847	-602	155	-114
493	-2991	-1014	-727	-819	230	-197
494	-3037	-963	-687	-1033	313	-277
495	-3054	-928	-726	-1226	420	-362
496	-3042	-822	-789	-1355	538	-452
497	-3161	-733	-796	-1360	858	-525
498	-3572	-1196	-646	-1182	1160	-86
499	-3726	-1281	-612	-1186	1275	116
500	-3818	-1248	-593	-1170	1428	330
501	-3984	-1088	-678	-1031	1568	531
502	-4051	-896	-769	-391	1751	936
503	-4260	-740	-806	160	1825	1208
504	-4214	-695	-676	824	1910	1536
505	-4218	-766	-625	1469	2030	1913
506	-4120	-886	-706	2133	2171	2357
507	-4237	-892	-824	2765	2329	2895
508	-4273	-852	-739	3367	2488	3542
509	-4292	-791	-530	3998	2686	4289
510	-4561	-407	-366	4720	2964	5131
511	-4623	406	-373	5794	3242	6076
512	-4714	1027	-461	7374	3683	7059
513	-4217	840	-724	8922	4297	7845
514	-2912	650	-708	10120	5049	8564
515	-521	408	-587	10643	6214	9417
516	3365	-2201	-867	9531	7647	10452
517	8120	-4386	-876	6328	8791	11230
518	372	8115	-3683	1191	-1097	1482
519	3946	-2698	-4250	-191	-1315	-3476
520	-706	-2410	-1689	-1731	-545	-1917
521	473	-840	-1913	-1379	557	70
522	-165	771	-3015	122	765	1478
523	-304	148	-2478	1330	820	1991
524	-373	-1179	-2147	1651	880	1726
525	406	-1273	-2387	1186	710	974
526	884	-1433	-2372	405	345	86
527	929	-1315	-2481	-397	43	-575
528	887	-789	-2993	-934	-212	-901
529	741	-451	-2954	-1078	-371	-959
530	529	-383	-2875	-893	-411	-848
531	362	-519	-2883	-631	-439	-684
532	338	-752	-2808	-467	-486	-540
533	392	-919	-2662	-491	-551	-431
534	715	-1118	-2450	-891	-796	-474
535	898	-1069	-2315	-1319	-1034	-754
536	1126	-931	-2231	-1697	-1265	-1108
537	1357	-619	-2136	-2034	-1495	-1500
538	1189	-12	-2202	-3584	-1954	-3145
539	1364	486	-2169	-3886	-2003	-3459
540	1390	785	-2008	-4020	-2055	-3680
541	1407	990	-1814	-4086	-2090	-3869
542	1280	1085	-1621	-4198	-2136	-3964
543	339	1345	-1408	-4793	-2060	-3840
544	-129	1373	-1265	-5037	-1964	-3721
545	-491	1448	-1067	-5194	-1866	-3615
546	-689	1535	-892	-5308	-1788	-3513
547	-817	1800	-794	-5302	-1774	-3416
548	-943	1752	-786	-5206	-1760	-3323
549	-1231	1955	-807	-4671	-1920	-3225
550	-1473	1955	-613	-4090	-2076	-3135
551	-1751	1812	-465	-3619	-2154	-2996
552	-2010	1602	-343	-3260	-2150	-2879
553	-2102	1255	-359	-3003	-2089	-2775
554	-2371	1195	-275	-2760	-2050	-2756
555	-2608	1281	-201	-2448	-1981	-2746
556	-3011	1247	-140	-1989	-1840	-2742
557	-3903	750	-66	468	-1024	-2655
558	-4147	385	-138	1024	-820	-2597
559	-4392	-93	-240	1483	-584	-2521
560	-4623	-549	-337	1824	-314	-2408
561	-4554	-887	-607	2132	-19	-2260
562	-4437	-1169	-880	2429	241	-2017
563	-4303	-1334	-1132	2706	514	-1706
564	-3858	-1716	-1327	3122	904	-1067
565	-2810	-1922	-1284	3236	1081	-563
566	-2487	-2246	-2794	997	-369	279
567	-2841	-1016	-1173	302	-551	477
568	-3115	-291	-232	406	-345	528
569	-3109	141	33	698	3	519
570	-3052	-12	-110	796	267	363
571	-2917	-491	-265	529	430	133
572	-2771	-695	-358	58	506	-116
573	-2664	-615	-612	-338	527	-306
574	-2671	-472	-800	-523	546	-426
575	-2697	-563	-861	-543	578	-476
576	-2784	-731	-804	-522	617	-491
577	-2907	-802	-819	-1121	861	-511
578	-3071	-943	-801	-981	901	-441
579	-3101	-1107	-775	-883	902	-351
580	-3138	-1375	-682	-846	928	-208
581	-3150	-1639	-646	-954	1074	182
582	-3577	-1831	-550	-977	1229	518
583	-4039	-1728	-482	-888	1376	806
584	-4384	-1595	-454	-547	1554	1162
585	-5109	-1179	-550	37	1787	1489
586	-5297	-654	-928	1022	2001	1821
587	-5437	-470	-1043	2271	2097	2106
588	-5987	-292	-810	3665	2255	2376
589	-5590	88	366	7536	3151	3737
590	-5098	-464	748	8790	3704	4576
591	-4799	-1429	1201	9404	4422	5444
592	-4126	-2465	1456	9474	5390	6471
593	-3129	-3207	1238	8902	6559	7554
594	-1465	-3545	258	7649	7769	8603
595	1613	-3338	-946	5709	9069	9687
596	16134	235	-3072	64	5132	9487
597	1	1	-1	1	1	-1
598	874	-2461	1269	2432	-1314	-3157
599	2308	-713	-2011	445	-1238	-3813
600	2184	-2736	-2759	-1468	-1281	-3635
601	237	-1886	-1477	-2290	-250	-2306
602	429	-324	-2418	-1686	529	-507
603	-480	66	-2752	-550	731	1142
604	-501	-359	-2463	459	957	1908
605	-312	-488	-2422	1198	984	1856
606	43	-331	-2381	1623	824	1173
607	551	-940	-2491	1519	466	245
608	568	-1216	-2531	971	94	-524
609	486	-1211	-2744	319	-93	-891
610	502	-1070	-2858	-178	-186	-911
611	330	-950	-2712	-385	-183	-711
612	211	-1012	-2704	-388	-139	-427
613	325	-1281	-2407	-605	-151	16
614	1	1	-1	1	1	-1
615	1773	-551	-2165	-2386	-1499	-1752
616	1892	-626	-1943	-2769	-1923	-2306
617	1825	-606	-1787	-3281	-2183	-2804
618	1748	-512	-1837	-3909	-2319	-3204
619	1620	-143	-1908	-4542	-2391	-3580
620	1615	370	-2056	-5022	-2433	-3848
621	1462	847	-1991	-5277	-2458	-4115
622	1352	1184	-1854	-5387	-2455	-4337
623	1161	1393	-1722	-5427	-2404	-4492
624	952	1580	-1555	-5495	-2384	-4574
625	648	1759	-1446	-5572	-2332	-4585
626	194	1904	-1336	-5619	-2266	-4523
627	-294	1962	-1192	-5614	-2183	-4429
628	-729	1962	-1125	-5535	-2066	-4328
629	-1151	2037	-997	-5358	-1942	-4251
630	-1512	1986	-893	-5122	-1818	-4189
631	-1752	1946	-791	-4862	-1709	-4136
632	-1831	1967	-794	-4491	-1665	-4065
633	-1857	2076	-800	-3972	-1720	-3978
634	-1935	2147	-702	-3332	-1767	-3865
635	-2938	875	-454	-1160	-1615	-3218
636	-3408	523	-784	285	-1060	-2834
637	-3647	487	-813	1105	-815	-2694
638	-3715	332	-760	1920	-526	-2550
639	-3712	47	-710	2702	-278	-2401
640	-3737	-334	-697	3419	-28	-2150
641	-3561	-568	-624	3983	192	-1842
642	-3410	-1418	-531	4245	419	-1445
643	-3291	-2127	-479	4128	644	-994
644	-2393	-3162	-908	3726	694	-356
645	-2326	-3123	-3419	1919	-413	661
646	-2539	-1245	-1916	1647	-758	1073
647	-2766	-289	-453	1946	-643	1292
648	-2999	133	119	2265	-351	1379
649	-3099	-227	193	2240	-147	1283
650	-3054	-745	162	1787	-41	1051
651	-3116	-982	146	1105	11	784
652	-3092	-846	-47	466	13	533
653	-3083	-670	-338	80	9	311
654	-3053	-678	-600	-33	-5	129
655	-3373	-1345	-652	39	49	-197
656	-3423	-1475	-625	-167	128	-227
657	-3381	-1373	-701	-370	234	-248
658	-3389	-1296	-772	-532	317	-308
659	-3479	-1241	-631	-1045	621	-612
660	-3500	-1147	-589	-1246	827	-733
661	-3443	-1151	-583	-1367	1021	-809
662	-3598	-1194	-467	-1397	1373	-848
